日期,平均氣溫(℃),平均相對溼度( %),平均風向(°),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度時間,最大六十分鐘降水量起始時間,最大十分鐘降水量起始時間,最高氣壓時間,最高氣溫(℃),最高氣溫時間,累積日照時數(hr),累積蒸發量(mm),累計雨量(mm)
2013-01-01,11.2,91,90.0,,9.1,2013-01-01 00:00:00,,,,,11.5,2013-01-01 00:00:00,0.5,0.7,0.0
2013-01-02,14.3,95,135.0,,8.9,2013-01-02 00:00:00,,,,,14.3,2013-01-02 00:00:00,2.2,0.0,2.5
2013-01-03,16.2,95,315.0,,13.3,2013-01-03 00:00:00,,,,,17.8,2013-01-03 00:00:00,1.9,0.3,0.0
2013-01-04,15.6,94,180.0,,12.3,2013-01-04 00:00:00,,,,,19.0,2013-01-04 00:00:00,3.8,0.8,0.0
2013-01-05,17.4,84,180.0,,12.1,2013-01-05 00:00:00,,,,,20.0,2013-01-05 00:00:00,5.8,1.4,0.0
2013-01-06,15.1,91,315.0,,11.3,2013-01-06 00:00:00,,,,,20.8,2013-01-06 00:00:00,4.3,1.4,0.0
2013-01-07,18.0,88,135.0,,12.5,2013-01-07 00:00:00,,,,,20.1,2013-01-07 00:00:00,6.5,1.4,0.0
2013-01-08,18.8,85,135.0,,15.8,2013-01-08 00:00:00,,,,,22.2,2013-01-08 00:00:00,0.3,0.0,3.4
2013-01-09,15.7,96,135.0,,14.4,2013-01-09 00:00:00,,,,,18.3,2013-01-09 00:00:00,0.0,0.2,4.6
2013-01-10,13.3,97,135.0,,11.7,2013-01-10 00:00:00,,,,,16.6,2013-01-10 00:00:00,0.0,0.8,0.0
2013-01-11,15.0,91,135.0,,10.2,2013-01-11 00:00:00,,,,,16.7,2013-01-11 00:00:00,3.1,0.8,2.1
2013-01-12,17.6,87,90.0,,11.8,2013-01-12 00:00:00,,,,,19.0,2013-01-12 00:00:00,3.9,2.3,12.2
2013-01-13,16.0,98,135.0,,14.8,2013-01-13 00:00:00,,,,,21.0,2013-01-13 00:00:00,0.0,0.9,0.1
2013-01-14,12.8,86,135.0,,8.2,2013-01-14 00:00:00,,,,,17.0,2013-01-14 00:00:00,7.1,1.7,0.0
2013-01-15,12.8,86,135.0,,5.7,2013-01-15 00:00:00,,,,,17.8,2013-01-15 00:00:00,7.8,1.8,0.0
2013-01-16,13.0,85,360.0,,7.2,2013-01-16 00:00:00,,,,,17.7,2013-01-16 00:00:00,7.1,1.7,0.0
2013-01-17,13.1,86,360.0,,7.5,2013-01-17 00:00:00,,,,,18.1,2013-01-17 00:00:00,7.9,1.6,0.0
2013-01-18,11.1,92,135.0,,7.9,2013-01-18 00:00:00,,,,,18.2,2013-01-18 00:00:00,4.3,0.5,0.0
2013-01-19,12.2,80,45.0,,8.2,2013-01-19 00:00:00,,,,,16.5,2013-01-19 00:00:00,7.2,1.3,0.0
2013-01-20,12.1,92,45.0,,8.2,2013-01-20 00:00:00,,,,,17.7,2013-01-20 00:00:00,7.8,1.7,0.0
2013-01-21,16.6,84,180.0,,9.9,2013-01-21 00:00:00,,,,,20.8,2013-01-21 00:00:00,7.6,1.9,0.0
2013-01-22,17.4,78,360.0,,11.0,2013-01-22 00:00:00,,,,,22.5,2013-01-22 00:00:00,6.7,1.8,0.0
2013-01-23,17.2,85,135.0,,12.7,2013-01-23 00:00:00,,,,,22.3,2013-01-23 00:00:00,4.1,1.4,0.0
2013-01-24,16.0,92,135.0,,14.6,2013-01-24 00:00:00,,,,,20.5,2013-01-24 00:00:00,4.1,1.4,0.0
2013-01-25,15.7,91,135.0,,14.2,2013-01-25 00:00:00,,,,,21.0,2013-01-25 00:00:00,1.3,1.2,0.0
2013-01-26,13.2,94,135.0,,10.3,2013-01-26 00:00:00,,,,,18.7,2013-01-26 00:00:00,5.7,0.7,0.2
2013-01-27,14.2,89,135.0,,11.7,2013-01-27 00:00:00,,,,,19.1,2013-01-27 00:00:00,0.7,1.9,0.0
2013-01-28,15.2,85,135.0,,10.5,2013-01-28 00:00:00,,,,,19.1,2013-01-28 00:00:00,4.4,2.4,0.0
2013-01-29,12.8,89,135.0,,9.0,2013-01-29 00:00:00,,,,,18.3,2013-01-29 00:00:00,4.1,1.0,0.0
2013-01-30,14.0,83,135.0,,7.0,2013-01-30 00:00:00,,,,,18.7,2013-01-30 00:00:00,8.0,1.1,0.0
2013-01-31,14.8,70,90.0,,7.1,2013-01-31 00:00:00,,,,,20.2,2013-01-31 00:00:00,7.9,1.4,0.0
2013-02-01,16.7,78,135.0,,9.6,2013-02-01 00:00:00,,,,,20.8,2013-02-01 00:00:00,7.0,1.8,0.0
2013-02-02,18.4,89,180.0,,14.5,2013-02-02 00:00:00,,,,,23.0,2013-02-02 00:00:00,1.7,1.8,0.7
2013-02-03,18.6,94,90.0,,16.8,2013-02-03 00:00:00,,,,,22.4,2013-02-03 00:00:00,2.3,4.2,0.3
2013-02-04,19.2,94,135.0,,16.9,2013-02-04 00:00:00,,,,,21.7,2013-02-04 00:00:00,6.4,2.3,0.3
2013-02-05,19.2,94,90.0,,17.1,2013-02-05 00:00:00,,,,,25.0,2013-02-05 00:00:00,3.4,2.6,0.3
2013-02-06,21.2,70,90.0,,15.1,2013-02-06 00:00:00,,,,,24.9,2013-02-06 00:00:00,8.1,2.4,0.3
2013-02-07,19.4,79,135.0,,14.7,2013-02-07 00:00:00,,,,,24.1,2013-02-07 00:00:00,7.8,2.7,0.3
2013-02-08,16.4,86,135.0,,14.6,2013-02-08 00:00:00,,,,,22.8,2013-02-08 00:00:00,2.2,0.5,2.0
2013-02-09,14.2,98,135.0,,11.8,2013-02-09 00:00:00,,,,,20.0,2013-02-09 00:00:00,2.9,0.5,2.0
2013-02-10,17.2,83,270.0,,10.8,2013-02-10 00:00:00,,,,,21.0,2013-02-10 00:00:00,7.7,1.8,2.0
2013-02-11,17.6,79,135.0,,10.8,2013-02-11 00:00:00,,,,,21.8,2013-02-11 00:00:00,5.9,1.7,2.0
2013-02-12,16.4,71,90.0,,10.8,2013-02-12 00:00:00,,,,,22.0,2013-02-12 00:00:00,6.3,2.5,2.0
2013-02-13,20.0,78,135.0,,16.8,2013-02-13 00:00:00,,,,,24.0,2013-02-13 00:00:00,3.1,2.6,2.0
2013-02-14,21.2,77,135.0,,16.7,2013-02-14 00:00:00,,,,,23.5,2013-02-14 00:00:00,4.9,5.0,2.0
2013-02-15,21.2,66,90.0,,16.5,2013-02-15 00:00:00,,,,,23.8,2013-02-15 00:00:00,3.8,0.9,2.0
2013-02-16,20.0,82,45.0,,14.0,2013-02-16 00:00:00,,,,,23.5,2013-02-16 00:00:00,6.6,1.5,2.0
2013-02-17,20.0,66,90.0,,15.0,2013-02-17 00:00:00,,,,,23.5,2013-02-17 00:00:00,6.4,2.9,2.0
2013-02-18,20.8,72,90.0,,14.8,2013-02-18 00:00:00,,,,,24.2,2013-02-18 00:00:00,8.3,2.4,2.0
2013-02-19,21.6,77,135.0,,17.6,2013-02-19 00:00:00,,,,,25.6,2013-02-19 00:00:00,3.8,2.1,2.0
2013-02-20,18.3,86,360.0,,15.5,2013-02-20 00:00:00,,,,,23.7,2013-02-20 00:00:00,2.9,1.2,2.0
2013-02-21,15.5,91,315.0,,12.3,2013-02-20 00:00:00,,,,,21.1,2013-02-20 00:00:00,6.7,2.3,0.0
2013-02-22,15.5,91,315.0,,12.6,2013-02-20 00:00:00,,,,,22.0,2013-02-20 00:00:00,6.3,2.4,0.0
2013-02-23,16.4,80,135.0,,11.4,2013-02-20 00:00:00,,,,,23.8,2013-02-20 00:00:00,7.9,2.5,0.0
2013-02-24,19.7,74,135.0,,12.5,2013-02-20 00:00:00,,,,,23.7,2013-02-20 00:00:00,8.0,1.9,0.0
2013-02-25,18.8,78,135.0,,12.4,2013-02-20 00:00:00,,,,,23.0,2013-02-20 00:00:00,7.1,2.4,0.0
2013-02-26,17.7,82,135.0,,14.1,2013-02-20 00:00:00,,,,,24.2,2013-02-20 00:00:00,2.3,1.4,0.0
2013-02-27,20.7,76,135.0,,15.8,2013-02-20 00:00:00,,,,,22.3,2013-02-20 00:00:00,3.0,1.3,0.0
2013-02-28,21.7,73,135.0,,15.1,2013-02-20 00:00:00,,,,,24.5,2013-02-20 00:00:00,7.4,3.2,0.0
2013-03-01,17.0,92,45.0,,14.2,2013-02-20 00:00:00,,,,,24.2,2013-02-20 00:00:00,2.6,1.8,0.0
2013-03-02,17.0,95,180.0,,16.0,2013-02-20 00:00:00,,,,,23.5,2013-02-20 00:00:00,0.2,1.8,2.4
2013-03-03,12.7,87,180.0,,11.5,2013-02-20 00:00:00,,,,,19.8,2013-02-20 00:00:00,0.0,1.0,1.3
2013-03-04,14.6,94,135.0,,11.7,2013-02-20 00:00:00,,,,,19.3,2013-02-20 00:00:00,1.9,1.1,0.0
2013-03-05,16.6,74,135.0,,10.3,2013-02-20 00:00:00,,,,,18.4,2013-02-20 00:00:00,7.0,2.0,0.0
2013-03-06,17.8,60,90.0,,11.0,2013-02-20 00:00:00,,,,,20.0,2013-02-20 00:00:00,7.1,3.0,0.0
2013-03-07,17.0,70,90.0,,9.6,2013-02-20 00:00:00,,,,,21.0,2013-02-20 00:00:00,8.2,3.0,0.0
2013-03-08,19.5,49,90.0,,8.7,2013-02-20 00:00:00,,,,,21.9,2013-02-20 00:00:00,8.1,2.4,0.0
2013-03-09,18.6,68,135.0,,9.7,2013-02-20 00:00:00,,,,,23.8,2013-02-20 00:00:00,8.0,2.2,0.0
2013-03-10,20.0,66,135.0,,11.0,2013-02-20 00:00:00,,,,,24.0,2013-02-20 00:00:00,8.8,2.7,0.0
2013-03-11,21.2,74,135.0,,15.7,2013-02-20 00:00:00,,,,,27.2,2013-02-20 00:00:00,8.2,2.6,0.0
2013-03-12,20.8,65,180.0,,12.1,2013-02-20 00:00:00,,,,,25.2,2013-02-20 00:00:00,8.3,2.8,0.0
2013-03-13,22.8,64,360.0,,16.3,2013-02-20 00:00:00,,,,,25.1,2013-02-20 00:00:00,5.8,2.1,0.1
2013-03-14,21.0,86,180.0,,18.7,2013-02-20 00:00:00,,,,,26.1,2013-02-20 00:00:00,4.2,2.7,0.0
2013-03-15,17.7,87,360.0,,15.7,2013-02-20 00:00:00,,,,,24.1,2013-02-20 00:00:00,0.3,0.4,0.0
2013-03-16,20.0,72,315.0,,14.0,2013-02-20 00:00:00,,,,,20.2,2013-02-20 00:00:00,5.7,1.6,0.0
2013-03-17,19.8,70,360.0,,13.5,2013-02-20 00:00:00,,,,,24.5,2013-02-20 00:00:00,5.1,2.9,0.0
2013-03-18,19.8,84,135.0,,18.0,2013-02-20 00:00:00,,,,,25.0,2013-02-20 00:00:00,1.7,1.0,0.0
2013-03-19,21.6,81,135.0,,16.7,2013-02-20 00:00:00,,,,,23.7,2013-02-20 00:00:00,4.2,1.4,0.0
2013-03-20,21.3,85,135.0,,16.9,2013-02-20 00:00:00,,,,,24.7,2013-02-20 00:00:00,2.7,2.0,0.0
2013-03-21,21.0,86,90.0,,18.9,2013-02-20 00:00:00,,,,,24.5,2013-02-20 00:00:00,0.7,0.6,1.7
2013-03-22,21.7,71,315.0,,15.2,2013-02-20 00:00:00,,,,,21.7,2013-02-20 00:00:00,7.0,1.2,0.0
2013-03-23,20.8,88,360.0,,18.5,2013-02-20 00:00:00,,,,,26.1,2013-02-20 00:00:00,5.6,0.9,0.1
2013-03-24,22.0,80,360.0,,17.3,2013-02-20 00:00:00,,,,,28.0,2013-02-20 00:00:00,0.9,4.9,1.9
2013-03-25,20.9,82,135.0,,13.7,2013-02-20 00:00:00,,,,,27.8,2013-02-20 00:00:00,4.4,2.5,0.0
2013-03-26,20.7,80,135.0,,17.2,2013-02-20 00:00:00,,,,,24.0,2013-02-20 00:00:00,6.0,2.2,11.3
2013-03-27,22.1,79,90.0,,15.0,2013-02-20 00:00:00,,,,,24.1,2013-02-20 00:00:00,7.0,2.2,0.0
2013-03-28,22.8,73,135.0,,18.3,2013-02-20 00:00:00,,,,,25.9,2013-02-20 00:00:00,5.9,2.1,17.7
2013-03-29,20.5,83,315.0,,17.5,2013-02-20 00:00:00,,,,,25.8,2013-02-20 00:00:00,3.3,1.8,0.0
2013-03-30,21.4,81,180.0,,16.3,2013-02-20 00:00:00,,,,,23.5,2013-02-20 00:00:00,5.1,2.1,1.0
2013-03-31,19.6,95,180.0,,19.0,2013-02-20 00:00:00,,,,,25.0,2013-02-20 00:00:00,0.0,1.0,0.5
2013-04-01,20.7,86,180.0,,18.2,2013-02-20 00:00:00,,,,,22.0,2013-02-20 00:00:00,0.2,0.0,16.5
2013-04-02,22.2,78,315.0,,16.1,2013-02-20 00:00:00,,,,,21.0,2013-02-20 00:00:00,5.2,1.6,15.2
2013-04-03,19.4,94,315.0,,18.1,2013-02-20 00:00:00,,,,,25.0,2013-02-20 00:00:00,0.6,1.6,7.3
2013-04-04,18.8,96,360.0,,17.2,2013-02-20 00:00:00,,,,,21.9,2013-02-20 00:00:00,0.4,1.6,49.3
2013-04-05,18.6,99,270.0,,17.3,2013-02-20 00:00:00,,,,,22.5,2013-02-20 00:00:00,0.4,1.6,90.0
2013-04-06,19.8,98,360.0,,17.0,2013-02-20 00:00:00,,,,,20.0,2013-02-20 00:00:00,0.0,1.6,1.2
2013-04-07,15.7,89,360.0,,11.5,2013-02-20 00:00:00,,,,,21.2,2013-02-20 00:00:00,0.1,0.6,0.0
2013-04-08,17.8,83,45.0,,11.3,2013-02-20 00:00:00,,,,,20.2,2013-02-20 00:00:00,1.3,0.8,0.0
2013-04-09,18.4,91,360.0,,15.8,2013-02-20 00:00:00,,,,,20.5,2013-02-20 00:00:00,0.5,0.7,12.4
2013-04-10,17.0,96,225.0,,14.1,2013-02-20 00:00:00,,,,,21.7,2013-02-20 00:00:00,0.0,0.7,2.6
2013-04-11,18.7,97,135.0,,17.1,2013-02-20 00:00:00,,,,,19.9,2013-02-20 00:00:00,0.0,0.7,8.1
2013-04-12,16.8,96,90.0,,14.8,2013-02-20 00:00:00,,,,,18.9,2013-02-20 00:00:00,0.0,0.7,4.3
2013-04-13,22.6,97,90.0,,16.0,2013-02-20 00:00:00,,,,,17.0,2013-02-20 00:00:00,0.0,0.7,6.2
2013-04-14,18.2,91,90.0,,15.7,2013-02-20 00:00:00,,,,,22.2,2013-02-20 00:00:00,0.0,0.5,9.1
2013-04-15,20.2,84,135.0,,13.1,2013-02-20 00:00:00,,,,,19.0,2013-02-20 00:00:00,5.8,2.0,0.0
2013-04-16,22.1,69,180.0,,17.3,2013-02-20 00:00:00,,,,,24.0,2013-02-20 00:00:00,5.4,2.6,0.0
2013-04-17,22.6,81,225.0,,18.8,2013-02-20 00:00:00,,,,,25.3,2013-02-20 00:00:00,0.1,1.3,0.8
2013-04-18,21.8,92,315.0,,19.1,2013-02-20 00:00:00,,,,,24.1,2013-02-20 00:00:00,0.6,1.3,2.5
2013-04-19,22.4,85,135.0,,18.9,2013-02-20 00:00:00,,,,,24.7,2013-02-20 00:00:00,1.1,0.5,0.6
2013-04-20,23.2,88,135.0,,20.5,2013-02-20 00:00:00,,,,,24.5,2013-02-20 00:00:00,0.2,0.4,18.8
2013-04-21,21.6,95,360.0,,19.5,2013-02-20 00:00:00,,,,,24.0,2013-02-20 00:00:00,0.0,1.4,2.3
2013-04-22,20.4,94,90.0,,16.7,2013-02-20 00:00:00,,,,,22.2,2013-02-20 00:00:00,1.3,1.9,0.0
2013-04-23,20.7,90,135.0,,18.7,2013-02-20 00:00:00,,,,,23.0,2013-02-20 00:00:00,5.2,2.9,0.0
2013-04-24,23.7,79,135.0,,20.1,2013-02-20 00:00:00,,,,,26.7,2013-02-20 00:00:00,3.1,2.0,0.0
2013-04-25,23.3,83,360.0,,18.8,2013-02-20 00:00:00,,,,,26.1,2013-02-20 00:00:00,0.1,0.0,25.2
2013-04-26,20.3,95,135.0,,18.3,2013-02-20 00:00:00,,,,,24.5,2013-02-20 00:00:00,0.0,0.0,31.5
2013-04-27,17.5,95,135.0,,17.5,2013-02-20 00:00:00,,,,,21.2,2013-02-20 00:00:00,0.0,0.0,32.0
2013-04-28,18.8,96,360.0,,17.3,2013-02-20 00:00:00,,,,,18.6,2013-02-20 00:00:00,2.7,1.7,0.0
2013-04-29,22.8,75,135.0,,14.8,2013-02-20 00:00:00,,,,,23.2,2013-02-20 00:00:00,7.5,3.7,0.0
2013-04-30,23.8,78,45.0,,18.8,2013-02-20 00:00:00,,,,,26.7,2013-02-20 00:00:00,2.7,2.1,11.8
2013-05-01,21.5,92,270.0,,19.4,2013-02-20 00:00:00,,,,,25.9,2013-02-20 00:00:00,0.8,1.4,0.1
2013-05-02,19.0,93,315.0,,18.1,2013-02-20 00:00:00,,,,,22.3,2013-02-20 00:00:00,0.0,1.4,7.9
2013-05-03,19.9,95,360.0,,17.4,2013-02-20 00:00:00,,,,,19.3,2013-02-20 00:00:00,0.0,0.5,9.2
2013-05-04,22.7,89,360.0,,18.0,2013-02-20 00:00:00,,,,,22.2,2013-02-20 00:00:00,2.0,3.3,4.3
2013-05-05,23.8,79,90.0,,19.8,2013-02-20 00:00:00,,,,,24.8,2013-02-20 00:00:00,3.5,1.6,0.3
2013-05-06,24.6,75,180.0,,20.0,2013-02-20 00:00:00,,,,,26.6,2013-02-20 00:00:00,5.0,3.2,12.4
2013-05-07,24.4,76,360.0,,19.0,2013-02-20 00:00:00,,,,,26.5,2013-02-20 00:00:00,6.1,2.8,0.0
2013-05-08,23.1,88,45.0,,20.1,2013-02-20 00:00:00,,,,,26.4,2013-02-20 00:00:00,1.6,2.1,7.1
2013-05-09,22.6,93,135.0,,20.2,2013-02-20 00:00:00,,,,,25.4,2013-02-20 00:00:00,2.0,1.9,0.0
2013-05-10,25.8,75,45.0,,21.2,2013-02-20 00:00:00,,,,,25.8,2013-02-20 00:00:00,4.1,1.9,6.5
2013-05-11,22.5,75,45.0,,21.2,2013-02-20 00:00:00,,,,,27.8,2013-02-20 00:00:00,1.4,1.9,36.5
2013-05-12,25.2,84,360.0,,20.4,2013-02-20 00:00:00,,,,,25.0,2013-02-20 00:00:00,0.7,1.9,66.1
2013-05-13,22.8,90,135.0,,19.0,2013-02-20 00:00:00,,,,,26.8,2013-02-20 00:00:00,0.1,0.6,5.9
2013-05-14,24.8,78,360.0,,18.5,2013-02-20 00:00:00,,,,,23.9,2013-02-20 00:00:00,5.6,2.1,14.1
2013-05-15,24.8,78,135.0,,19.2,2013-02-20 00:00:00,,,,,26.4,2013-02-20 00:00:00,3.9,2.1,54.5
2013-05-16,22.9,95,360.0,,19.8,2013-02-20 00:00:00,,,,,26.9,2013-02-20 00:00:00,0.2,2.1,70.9
2013-05-17,22.2,96,315.0,,19.1,2013-02-20 00:00:00,,,,,23.1,2013-02-20 00:00:00,0.0,2.1,1.2
2013-05-18,25.0,87,360.0,,20.4,2013-02-20 00:00:00,,,,,24.2,2013-02-20 00:00:00,0.8,2.1,111.5
2013-05-19,22.0,96,270.0,,20.5,2013-02-20 00:00:00,,,,,26.0,2013-02-20 00:00:00,0.2,0.2,11.9
2013-05-20,25.0,84,45.0,,21.2,2013-02-20 00:00:00,,,,,24.5,2013-02-20 00:00:00,2.8,0.2,94.5
2013-05-21,23.9,92,45.0,,21.3,2013-02-20 00:00:00,,,,,26.0,2013-02-20 00:00:00,1.7,0.6,4.1
2013-05-22,24.0,90,270.0,,20.1,2013-02-20 00:00:00,,,,,26.2,2013-02-20 00:00:00,1.2,1.2,19.1
2013-05-23,22.3,96,135.0,,19.7,2013-02-20 00:00:00,,,,,27.1,2013-02-20 00:00:00,0.0,0.0,19.9
2013-05-24,23.8,85,180.0,,19.8,2013-02-20 00:00:00,,,,,23.4,2013-02-20 00:00:00,4.0,3.0,0.5
2013-05-25,26.8,75,360.0,,22.0,2013-02-20 00:00:00,,,,,28.4,2013-02-20 00:00:00,2.6,3.0,32.0
2013-05-26,25.0,77,45.0,,21.0,2013-02-20 00:00:00,,,,,28.5,2013-02-20 00:00:00,5.1,4.2,5.8
2013-05-27,26.3,72,270.0,,21.1,2013-02-20 00:00:00,,,,,27.1,2013-02-20 00:00:00,4.6,2.1,0.0
2013-05-28,26.6,72,180.0,,22.5,2013-02-20 00:00:00,,,,,27.6,2013-02-20 00:00:00,3.0,2.3,0.0
2013-05-29,26.2,80,180.0,,23.5,2013-02-20 00:00:00,,,,,27.8,2013-02-20 00:00:00,5.0,4.4,0.0
2013-05-30,27.4,71,135.0,,23.1,2013-02-20 00:00:00,,,,,29.7,2013-02-20 00:00:00,7.3,4.5,11.8
2013-05-31,26.9,77,135.0,,20.0,2013-02-20 00:00:00,,,,,30.1,2013-02-20 00:00:00,9.1,1.4,0.1
2013-06-01,27.4,73,360.0,,24.7,2013-02-20 00:00:00,,,,,30.0,2013-02-20 00:00:00,6.6,3.7,0.0
2013-06-02,26.9,69,45.0,,22.3,2013-02-20 00:00:00,,,,,30.2,2013-02-20 00:00:00,7.0,3.7,0.0
2013-06-03,26.1,64,45.0,,22.6,2013-02-20 00:00:00,,,,,28.8,2013-02-20 00:00:00,8.7,4.8,6.4
2013-06-04,24.5,90,315.0,,22.8,2013-02-20 00:00:00,,,,,29.5,2013-02-20 00:00:00,0.0,0.2,2.8
2013-06-05,23.6,89,270.0,,20.7,2013-02-20 00:00:00,,,,,27.0,2013-02-20 00:00:00,0.0,1.7,1.5
2013-06-06,25.0,82,270.0,,20.1,2013-02-20 00:00:00,,,,,26.5,2013-02-20 00:00:00,4.5,3.6,0.0
2013-06-07,25.6,78,360.0,,20.9,2013-02-20 00:00:00,,,,,28.8,2013-02-20 00:00:00,4.4,3.6,0.0
2013-06-08,26.5,72,360.0,,19.8,2013-02-20 00:00:00,,,,,29.3,2013-02-20 00:00:00,8.2,4.4,0.0
2013-06-09,27.2,69,360.0,,19.5,2013-02-20 00:00:00,,,,,29.2,2013-02-20 00:00:00,5.0,3.4,15.5
2013-06-10,25.8,87,315.0,,23.9,2013-02-20 00:00:00,,,,,28.1,2013-02-20 00:00:00,2.2,1.2,9.9
2013-06-11,27.0,76,135.0,,22.0,2013-02-20 00:00:00,,,,,26.6,2013-02-20 00:00:00,6.6,0.8,9.2
2013-06-12,26.0,86,90.0,,23.8,2013-02-20 00:00:00,,,,,29.2,2013-02-20 00:00:00,3.1,3.1,6.1
2013-06-13,24.2,93,135.0,,22.4,2013-02-20 00:00:00,,,,,28.9,2013-02-20 00:00:00,0.4,1.3,7.0
2013-06-14,24.5,91,45.0,,22.8,2013-02-20 00:00:00,,,,,26.7,2013-02-20 00:00:00,0.9,1.3,18.0
2013-06-15,24.2,93,360.0,,22.0,2013-02-20 00:00:00,,,,,26.9,2013-02-20 00:00:00,2.1,2.9,6.5
2013-06-16,26.6,82,45.0,,22.5,2013-02-20 00:00:00,,,,,28.0,2013-02-20 00:00:00,6.4,2.9,10.4
2013-06-17,24.0,93,90.0,,22.2,2013-02-20 00:00:00,,,,,28.7,2013-02-20 00:00:00,0.0,1.4,1.0
2013-06-18,26.4,73,315.0,,22.1,2013-02-20 00:00:00,,,,,27.1,2013-02-20 00:00:00,4.6,3.4,1.0
2013-06-19,26.2,75,45.0,,21.1,2013-02-20 00:00:00,,,,,29.0,2013-02-20 00:00:00,6.0,2.8,0.1
2013-06-20,26.6,77,135.0,,22.5,2013-02-20 00:00:00,,,,,28.3,2013-02-20 00:00:00,0.9,2.4,0.0
2013-06-21,26.8,75,135.0,,22.5,2013-02-20 00:00:00,,,,,28.0,2013-02-20 00:00:00,0.5,1.1,3.5
2013-06-22,26.6,82,135.0,,22.0,2013-02-20 00:00:00,,,,,29.0,2013-02-20 00:00:00,1.2,1.5,0.0
2013-06-23,27.5,76,45.0,,24.0,2013-02-20 00:00:00,,,,,28.5,2013-02-20 00:00:00,4.9,3.6,12.5
2013-06-24,25.0,87,180.0,,22.8,2013-02-20 00:00:00,,,,,29.2,2013-02-20 00:00:00,3.5,3.6,0.7
2013-06-25,26.2,72,135.0,,20.4,2013-02-20 00:00:00,,,,,28.5,2013-02-20 00:00:00,1.8,1.0,4.0
2013-06-26,25.8,81,135.0,,21.3,2013-02-20 00:00:00,,,,,26.8,2013-02-20 00:00:00,5.6,3.4,0.0
2013-06-27,28.0,72,135.0,,23.2,2013-02-20 00:00:00,,,,,28.8,2013-02-20 00:00:00,7.8,4.5,0.0
2013-06-28,27.1,68,135.0,,21.0,2013-02-20 00:00:00,,,,,29.9,2013-02-20 00:00:00,8.7,1.8,0.0
2013-06-29,27.0,72,90.0,,19.8,2013-02-20 00:00:00,,,,,30.5,2013-02-20 00:00:00,8.5,1.7,0.0
2013-06-30,26.9,74,270.0,,21.6,2013-02-20 00:00:00,,,,,30.0,2013-02-20 00:00:00,6.3,4.0,0.0
